,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Source_Airport,Source_City,Source_Latitude,Source_Longitude,Source_Altitude,Destination_Airport,Destination_City,Destination_Latitude,Destination_Longitude,Destination_Altitude,Source_geometry,Destination_geometry,distance,Source_Popution,Destination_Popution
4261,DL,2009,GSO,4008,ATL,3682,,0,M88 73H 320 738  319,Piedmont Triad International Airport,Greensboro,36.09780121,-79.93730164,925,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(36.097801208496094, -79.93730163574219)","(33.6367, -84.428101)",493.01167410000005,"771,851","6,020,364"
4262,DL,2009,GSO,4008,DTW,3645,Y,0,CRJ,Piedmont Triad International Airport,Greensboro,36.09780121,-79.93730164,925,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(36.097801208496094, -79.93730163574219)","(42.212398529052734, -83.35340118408203)",740.0991195,"771,851","4,319,629"
4263,DL,2009,GSO,4008,LGA,3697,Y,0,CR9 CR7,Piedmont Triad International Airport,Greensboro,36.09780121,-79.93730164,925,La Guardia Airport,New York,40.77719879,-73.87259674,21,"(36.097801208496094, -79.93730163574219)","(40.77719879, -73.87259674)",741.3700392000001,"771,851","19,216,182"
4264,DL,2009,GSP,4034,ATL,3682,,0,M88 319 717,Greenville Spartanburg International Airport,Greenville,34.89569855,-82.21890259,964,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(34.895698547399995, -82.2189025879)","(33.6367, -84.428101)",246.766011,"920,477","6,020,364"
4265,DL,2009,GSP,4034,ATL,3682,,0,M88 319 717,Greenville Spartanburg International Airport,Greenville,34.89569855,-82.21890259,964,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(34.895698547399995, -82.2189025879)","(33.6367, -84.428101)",246.766011,"180,742","6,020,364"
4266,DL,2009,GSP,4034,DTW,3645,Y,0,CRJ,Greenville Spartanburg International Airport,Greenville,34.89569855,-82.21890259,964,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(34.895698547399995, -82.2189025879)","(42.212398529052734, -83.35340118408203)",818.1818412,"920,477","4,319,629"
4267,DL,2009,GSP,4034,DTW,3645,Y,0,CRJ,Greenville Spartanburg International Airport,Greenville,34.89569855,-82.21890259,964,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(34.895698547399995, -82.2189025879)","(42.212398529052734, -83.35340118408203)",818.1818412,"180,742","4,319,629"
4268,DL,2009,GSP,4034,LGA,3697,Y,0,CRJ,Greenville Spartanburg International Airport,Greenville,34.89569855,-82.21890259,964,La Guardia Airport,New York,40.77719879,-73.87259674,21,"(34.895698547399995, -82.2189025879)","(40.77719879, -73.87259674)",981.9634980000001,"920,477","19,216,182"
4269,DL,2009,GSP,4034,LGA,3697,Y,0,CRJ,Greenville Spartanburg International Airport,Greenville,34.89569855,-82.21890259,964,La Guardia Airport,New York,40.77719879,-73.87259674,21,"(34.895698547399995, -82.2189025879)","(40.77719879, -73.87259674)",981.9634980000001,"180,742","19,216,182"
4270,DL,2009,GTF,3880,MSP,3858,Y,0,E75,Great Falls International Airport,Great Falls,47.48199844,-111.3710022,3680,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(47.48199844, -111.3710022)","(44.882, -93.221802)",1427.269695,"81,366","3,654,908"
4271,DL,2009,GTF,3880,SLC,3536,Y,0,CRJ,Great Falls International Airport,Great Falls,47.48199844,-111.3710022,3680,Salt Lake City International Airport,Salt Lake City,40.78839874,-111.97799679999999,4227,"(47.48199844, -111.3710022)","(40.78839874267578, -111.97799682617188)",745.3364297,"81,366","1,232,696"
4272,DL,2009,GTR,4273,ATL,3682,Y,0,CRJ,Golden Triangle Regional Airport,Columbus Mississippi,33.45029831,-88.59140015,264,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(33.450298309299995, -88.59140014649999)","(33.6367, -84.428101)",387.19672169999996,,"6,020,364"
4273,DL,2009,HIB,3650,MSP,3858,Y,0,CRJ,Range Regional Airport,Hibbing,47.38660049,-92.83899689,1354,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(47.38660049, -92.83899689)","(44.882, -93.221802)",279.96235110000003,,"3,654,908"
4274,DL,2009,HLN,3504,MSP,3858,Y,0,E75,Helena Regional Airport,Helena,46.60680008,-111.9830017,3877,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(46.6068000793457, -111.98300170898438)","(44.882, -93.221802)",1468.9533789999998,,"3,654,908"
4275,DL,2009,HLN,3504,SLC,3536,Y,0,CRJ,Helena Regional Airport,Helena,46.60680008,-111.9830017,3877,Salt Lake City International Airport,Salt Lake City,40.78839874,-111.97799679999999,4227,"(46.6068000793457, -111.98300170898438)","(40.78839874267578, -111.97799682617188)",646.4616994,,"1,232,696"
4276,DL,2009,HNL,3728,ATL,3682,,0,333,Daniel K Inouye International Airport,Honolulu,21.32062,-157.924228,13,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(21.32062, -157.924228)","(33.6367, -84.428101)",7245.753726999999,,"6,020,364"
4277,DL,2009,HNL,3728,LAX,3484,,0,753 76W 757,Daniel K Inouye International Airport,Honolulu,21.32062,-157.924228,13,Los Angeles International Airport,Los Angeles,33.94250107,-118.40799709999999,125,"(21.32062, -157.924228)","(33.94250107, -118.40799709999999)",4113.282692,,"13,214,799"
4278,DL,2009,HNL,3728,SEA,3577,,0,753,Daniel K Inouye International Airport,Honolulu,21.32062,-157.924228,13,Seattle Tacoma International Airport,Seattle,47.449001,-122.308998,433,"(21.32062, -157.924228)","(47.449001, -122.308998)",4308.467108,,"3,979,845"
4279,DL,2009,HNL,3728,SFO,3469,,0,753,Daniel K Inouye International Airport,Honolulu,21.32062,-157.924228,13,San Francisco International Airport,San Francisco,37.61899948,-122.375,13,"(21.32062, -157.924228)","(37.61899948120117, -122.375)",3860.0402619999995,,"4,731,803"
4280,DL,2009,HNL,3728,SLC,3536,,0,763,Daniel K Inouye International Airport,Honolulu,21.32062,-157.924228,13,Salt Lake City International Airport,Salt Lake City,40.78839874,-111.97799679999999,4227,"(21.32062, -157.924228)","(40.78839874267578, -111.97799682617188)",4818.066557,,"1,232,696"
4281,DL,2009,HOU,3566,ATL,3682,,0,M88,William P Hobby Airport,Houston,29.64539909,-95.27890015,46,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(29.64539909, -95.27890015)","(33.6367, -84.428101)",1119.609986,"7,066,141","6,020,364"
4282,DL,2009,HPN,3589,ATL,3682,Y,0,CR7 CR9,Westchester County Airport,White Plains,41.06700134,-73.70760345,439,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(41.06700134277344, -73.70760345458984)","(33.6367, -84.428101)",1256.096992,,"6,020,364"
4283,DL,2009,HPN,3589,DTW,3645,Y,0,CRJ,Westchester County Airport,White Plains,41.06700134,-73.70760345,439,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(41.06700134277344, -73.70760345458984)","(42.212398529052734, -83.35340118408203)",813.2013668,,"4,319,629"
4284,DL,2009,HPN,3589,MCO,3878,Y,0,CR7,Westchester County Airport,White Plains,41.06700134,-73.70760345,439,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(41.06700134277344, -73.70760345458984)","(28.429399490356445, -81.30899810791016)",1563.643284,,"2,608,147"
4285,DL,2009,HSV,4113,ATL,3682,,0,M88 717,Huntsville International Carl T Jones Field,Huntsville,34.6371994,-86.77510071,629,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(34.637199401855, -86.775100708008)","(33.6367, -84.428101)",243.2584121,"471,824","6,020,364"
4286,DL,2009,HSV,4113,DTW,3645,Y,0,CRJ,Huntsville International Carl T Jones Field,Huntsville,34.6371994,-86.77510071,629,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(34.637199401855, -86.775100708008)","(42.212398529052734, -83.35340118408203)",892.1759019,"471,824","4,319,629"
4287,DL,2009,IAD,3714,ATL,3682,,0,320 M88 319,Washington Dulles International Airport,Washington,38.94449997,-77.45580292,312,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(38.94449997, -77.45580292)","(33.6367, -84.428101)",859.2343873,"6,280,487","6,020,364"
4288,DL,2009,IAD,3714,DTW,3645,,0,CR7 ERJ,Washington Dulles International Airport,Washington,38.94449997,-77.45580292,312,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(38.94449997, -77.45580292)","(42.212398529052734, -83.35340118408203)",617.0255482999999,"6,280,487","4,319,629"
4289,DL,2009,IAD,3714,JFK,3797,Y,0,ERJ CR7,Washington Dulles International Airport,Washington,38.94449997,-77.45580292,312,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,"(38.94449997, -77.45580292)","(40.63980103, -73.77890015)",366.84922,"6,280,487","19,216,182"
4290,DL,2009,IAD,3714,MSP,3858,Y,0,CR9 CR7,Washington Dulles International Airport,Washington,38.94449997,-77.45580292,312,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(38.94449997, -77.45580292)","(44.882, -93.221802)",1461.406067,"6,280,487","3,654,908"
4291,DL,2009,IAH,3550,ATL,3682,,0,M88 717 319,George Bush Intercontinental Houston Airport,Houston,29.984399800000002,-95.34140015,97,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(29.98439979553223, -95.34140014648438)","(33.6367, -84.428101)",1109.114836,"7,066,141","6,020,364"
4292,DL,2009,IAH,3550,CVG,3488,Y,0,CR9,George Bush Intercontinental Houston Airport,Houston,29.984399800000002,-95.34140015,97,Cincinnati Northern Kentucky International Airport,Cincinnati,39.04880142,-84.6678009,896,"(29.98439979553223, -95.34140014648438)","(39.0488014221, -84.6678009033)",1402.101599,"7,066,141","2,221,208"
4293,DL,2009,IAH,3550,DTW,3645,,0,717,George Bush Intercontinental Houston Airport,Houston,29.984399800000002,-95.34140015,97,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(29.98439979553223, -95.34140014648438)","(42.212398529052734, -83.35340118408203)",1730.1520699999999,"7,066,141","4,319,629"
4294,DL,2009,IAH,3550,LGA,3697,Y,0,E75 E70 CR9,George Bush Intercontinental Houston Airport,Houston,29.984399800000002,-95.34140015,97,La Guardia Airport,New York,40.77719879,-73.87259674,21,"(29.98439979553223, -95.34140014648438)","(40.77719879, -73.87259674)",2279.422376,"7,066,141","19,216,182"
4295,DL,2009,IAH,3550,MEM,3473,Y,0,CRJ,George Bush Intercontinental Houston Airport,Houston,29.984399800000002,-95.34140015,97,Memphis International Airport,Memphis,35.04240036,-89.97669983,341,"(29.98439979553223, -95.34140014648438)","(35.04240036010742, -89.97669982910156)",753.8580779,"7,066,141","1,346,045"
4296,DL,2009,IAH,3550,MSP,3858,Y,0,CR7 E70 E75 CR9,George Bush Intercontinental Houston Airport,Houston,29.984399800000002,-95.34140015,97,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(29.98439979553223, -95.34140014648438)","(44.882, -93.221802)",1663.88904,"7,066,141","3,654,908"
4297,DL,2009,IAH,3550,SEA,3577,Y,0,73J,George Bush Intercontinental Houston Airport,Houston,29.984399800000002,-95.34140015,97,Seattle Tacoma International Airport,Seattle,47.449001,-122.308998,433,"(29.98439979553223, -95.34140014648438)","(47.449001, -122.308998)",3015.613768,"7,066,141","3,979,845"
4298,DL,2009,IAH,3550,SLC,3536,,0,319,George Bush Intercontinental Houston Airport,Houston,29.984399800000002,-95.34140015,97,Salt Lake City International Airport,Salt Lake City,40.78839874,-111.97799679999999,4227,"(29.98439979553223, -95.34140014648438)","(40.78839874267578, -111.97799682617188)",1923.318723,"7,066,141","1,232,696"
4299,DL,2009,ICT,3457,ATL,3682,,0,M88,Wichita Eisenhower National Airport,Wichita,37.649899,-97.433098,1333,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(37.649899, -97.433098)","(33.6367, -84.428101)",1257.8134300000002,"640,218","6,020,364"
4300,DL,2009,ICT,3457,MSP,3858,Y,0,CRJ,Wichita Eisenhower National Airport,Wichita,37.649899,-97.433098,1333,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(37.649899, -97.433098)","(44.882, -93.221802)",876.9694724,"640,218","3,654,908"
4301,DL,2009,IDA,4100,SLC,3536,Y,0,CRJ,Idaho Falls Regional Airport,Idaho Falls,43.514599,-112.070999,4744,Salt Lake City International Airport,Salt Lake City,40.78839874,-111.97799679999999,4227,"(43.514599, -112.070999)","(40.78839874267578, -111.97799682617188)",302.9135864,"151,530","1,232,696"
4302,DL,2009,ILM,3845,ATL,3682,,0,319,Wilmington International Airport,Wilmington,34.27059937,-77.90260315,32,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(34.27059936523437, -77.90260314941406)","(33.6367, -84.428101)",607.1600121,"297,533","6,020,364"
4303,DL,2009,ILM,3845,LGA,3697,Y,0,ERJ,Wilmington International Airport,Wilmington,34.27059937,-77.90260315,32,La Guardia Airport,New York,40.77719879,-73.87259674,21,"(34.27059936523437, -77.90260314941406)","(40.77719879, -73.87259674)",804.994025,"297,533","19,216,182"
4304,DL,2009,IMT,6837,MSP,3858,Y,0,CRJ,Ford Airport,Iron Mountain,45.81840134,-88.11450195,1182,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(45.8184013367, -88.11450195309999)","(44.882, -93.221802)",413.46040289999996,,"3,654,908"
4305,DL,2009,IMT,6837,RHI,5765,Y,0,CRJ,Ford Airport,Iron Mountain,45.81840134,-88.11450195,1182,Rhinelander Oneida County Airport,Rhinelander,45.63119888,-89.46749878,1624,"(45.8184013367, -88.11450195309999)","(45.63119888305664, -89.46749877929688)",107.3600459,,
4306,DL,2009,IND,3585,ATL,3682,,0,M88 320  M90,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(39.7173, -86.294403)","(33.6367, -84.428101)",695.0407045,"2,074,537","6,020,364"
4307,DL,2009,IND,3585,BOS,3448,Y,0,E75,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,General Edward Lawrence Logan International Airport,Boston,42.36429977,-71.00520325,20,"(39.7173, -86.294403)","(42.36429977, -71.00520325)",1316.77225,"2,074,537","4,873,019"
4308,DL,2009,IND,3585,DTW,3645,,0,320 M88 ERJ,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(39.7173, -86.294403)","(42.212398529052734, -83.35340118408203)",371.528257,"2,074,537","4,319,629"
4309,DL,2009,IND,3585,JFK,3797,Y,0,CR9,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,"(39.7173, -86.294403)","(40.63980103, -73.77890015)",1069.9521359999999,"2,074,537","19,216,182"
4310,DL,2009,IND,3585,LAX,3484,,0,320,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Los Angeles International Airport,Los Angeles,33.94250107,-118.40799709999999,125,"(39.7173, -86.294403)","(33.94250107, -118.40799709999999)",2919.041576,"2,074,537","13,214,799"
4311,DL,2009,IND,3585,LGA,3697,,0,CR7,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,La Guardia Airport,New York,40.77719879,-73.87259674,21,"(39.7173, -86.294403)","(40.77719879, -73.87259674)",1062.534497,"2,074,537","19,216,182"
4312,DL,2009,IND,3585,MCO,3878,Y,0,CR9,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(39.7173, -86.294403)","(28.429399490356445, -81.30899810791016)",1333.370117,"2,074,537","2,608,147"
4313,DL,2009,IND,3585,MEM,3473,Y,0,ERJ CRJ,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Memphis International Airport,Memphis,35.04240036,-89.97669983,341,"(39.7173, -86.294403)","(35.04240036010742, -89.97669982910156)",612.6851306,"2,074,537","1,346,045"
4314,DL,2009,IND,3585,MSP,3858,,0,M90 320 319,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(39.7173, -86.294403)","(44.882, -93.221802)",809.0020557999999,"2,074,537","3,654,908"
4315,DL,2009,IND,3585,RDU,3626,Y,0,CRJ,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Raleigh Durham International Airport,Raleigh-durham,35.87760162,-78.78749847,435,"(39.7173, -86.294403)","(35.877601623535156, -78.7874984741211)",786.1712448,"2,074,537",
4316,DL,2009,IND,3585,RSW,3793,,0,E75,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Southwest Florida International Airport,Fort Myers,26.53619957,-81.75520325,30,"(39.7173, -86.294403)","(26.53619956970215, -81.75520324707031)",1521.428617,"2,074,537",
4317,DL,2009,IND,3585,SLC,3536,,0,320 319,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Salt Lake City International Airport,Salt Lake City,40.78839874,-111.97799679999999,4227,"(39.7173, -86.294403)","(40.78839874267578, -111.97799682617188)",2180.534559,"2,074,537","1,232,696"
4318,DL,2009,IND,3585,TPA,3646,Y,0,E75,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(39.7173, -86.294403)","(27.975500106811523, -82.533203125)",1347.754923,"2,074,537","3,194,831"
4319,DL,2009,INL,3535,BRD,6957,Y,0,CRJ,Falls International Airport,International Falls,48.56620026,-93.40309906,1185,Brainerd Lakes Regional Airport,Brainerd,46.39830017,-94.13809967,1232,"(48.566200256347656, -93.4030990600586)","(46.39830017, -94.13809967)",247.30823880000003,,
4320,DL,2009,INL,3535,MSP,3858,Y,0,CRJ,Falls International Airport,International Falls,48.56620026,-93.40309906,1185,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(48.566200256347656, -93.4030990600586)","(44.882, -93.221802)",409.789821,,"3,654,908"
4321,DL,2009,ISN,3659,MSP,3858,Y,0,CRJ,Sloulin Field International Airport,Williston,48.17789841,-103.6419983,1982,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(48.177898407, -103.64199829100001)","(44.882, -93.221802)",878.4335592,,"3,654,908"
4322,DL,2009,ITH,3947,DTW,3645,Y,0,CRJ,Ithaca Tompkins Regional Airport,Ithaca,42.49100113,-76.45839691,1099,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(42.49100112915039, -76.4583969116211)","(42.212398529052734, -83.35340118408203)",568.7848346,"102,180","4,319,629"
4323,DL,2009,JAC,4027,SLC,3536,Y,0,CR7,Jackson Hole Airport,Jacksn Hole,43.6072998,-110.737999,6451,Salt Lake City International Airport,Salt Lake City,40.78839874,-111.97799679999999,4227,"(43.6072998046875, -110.73799896240234)","(40.78839874267578, -111.97799682617188)",329.427995,,"1,232,696"
4324,DL,2009,JAN,3580,ATL,3682,,0,717 M88,Jackson-Medgar Wiley Evers International Airport,Jackson,32.31119919,-90.07589722,346,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(32.3111991882, -90.0758972168)","(33.6367, -84.428101)",547.9566191,"594,806","6,020,364"
4325,DL,2009,JAN,3580,ATL,3682,,0,717 M88,Jackson-Medgar Wiley Evers International Airport,Jackson,32.31119919,-90.07589722,346,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(32.3111991882, -90.0758972168)","(33.6367, -84.428101)",547.9566191,"178,644","6,020,364"
4326,DL,2009,JAN,3580,ATL,3682,,0,717 M88,Jackson-Medgar Wiley Evers International Airport,Jackson,32.31119919,-90.07589722,346,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(32.3111991882, -90.0758972168)","(33.6367, -84.428101)",547.9566191,"158,510","6,020,364"
4327,DL,2009,JAX,3712,ATL,3682,,0,757 739 M90 738,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(30.49410057067871, -81.68789672851562)","(33.6367, -84.428101)",433.98813640000003,"1,559,514","6,020,364"
4328,DL,2009,JAX,3712,ATL,3682,,0,757 739 M90 738,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(30.49410057067871, -81.68789672851562)","(33.6367, -84.428101)",433.98813640000003,"197,938","6,020,364"
4329,DL,2009,JAX,3712,BOS,3448,Y,0,CR9,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,General Edward Lawrence Logan International Airport,Boston,42.36429977,-71.00520325,20,"(30.49410057067871, -81.68789672851562)","(42.36429977, -71.00520325)",1625.759578,"1,559,514","4,873,019"
4330,DL,2009,JAX,3712,BOS,3448,Y,0,CR9,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,General Edward Lawrence Logan International Airport,Boston,42.36429977,-71.00520325,20,"(30.49410057067871, -81.68789672851562)","(42.36429977, -71.00520325)",1625.759578,"197,938","4,873,019"
4331,DL,2009,JAX,3712,CVG,3488,Y,0,CRJ,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Cincinnati Northern Kentucky International Airport,Cincinnati,39.04880142,-84.6678009,896,"(30.49410057067871, -81.68789672851562)","(39.0488014221, -84.6678009033)",987.2854036,"1,559,514","2,221,208"
4332,DL,2009,JAX,3712,CVG,3488,Y,0,CRJ,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Cincinnati Northern Kentucky International Airport,Cincinnati,39.04880142,-84.6678009,896,"(30.49410057067871, -81.68789672851562)","(39.0488014221, -84.6678009033)",987.2854036,"197,938","2,221,208"
4333,DL,2009,JAX,3712,DTW,3645,Y,0,CR9,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(30.49410057067871, -81.68789672851562)","(42.212398529052734, -83.35340118408203)",1308.82806,"1,559,514","4,319,629"
4334,DL,2009,JAX,3712,DTW,3645,Y,0,CR9,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(30.49410057067871, -81.68789672851562)","(42.212398529052734, -83.35340118408203)",1308.82806,"197,938","4,319,629"
4335,DL,2009,JAX,3712,JFK,3797,Y,0,CR9,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,"(30.49410057067871, -81.68789672851562)","(40.63980103, -73.77890015)",1333.244701,"1,559,514","19,216,182"
4336,DL,2009,JAX,3712,JFK,3797,Y,0,CR9,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,"(30.49410057067871, -81.68789672851562)","(40.63980103, -73.77890015)",1333.244701,"197,938","19,216,182"
4337,DL,2009,JAX,3712,LGA,3697,,0,CR7,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,La Guardia Airport,New York,40.77719879,-73.87259674,21,"(30.49410057067871, -81.68789672851562)","(40.77719879, -73.87259674)",1341.326617,"1,559,514","19,216,182"
4338,DL,2009,JAX,3712,LGA,3697,,0,CR7,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,La Guardia Airport,New York,40.77719879,-73.87259674,21,"(30.49410057067871, -81.68789672851562)","(40.77719879, -73.87259674)",1341.326617,"197,938","19,216,182"
4339,DL,2009,JAX,3712,MSP,3858,Y,0,E75 CR9 E70,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(30.49410057067871, -81.68789672851562)","(44.882, -93.221802)",1889.078866,"1,559,514","3,654,908"
4340,DL,2009,JAX,3712,MSP,3858,Y,0,E75 CR9 E70,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,44.882,-93.221802,841,"(30.49410057067871, -81.68789672851562)","(44.882, -93.221802)",1889.078866,"197,938","3,654,908"
4341,DL,2009,JFK,3797,ATL,3682,,0,752 757 319 738 M88 ,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(40.63980103, -73.77890015)","(33.6367, -84.428101)",1222.839898,"19,216,182","6,020,364"
4342,DL,2009,JFK,3797,AUS,3673,,0,319,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Austin Bergstrom International Airport,Austin,30.19449997,-97.66989899,542,"(40.63980103, -73.77890015)","(30.194499969482425, -97.6698989868164)",2448.498975,"19,216,182","2,227,083"
4343,DL,2009,JFK,3797,BNA,3690,,0,CR9,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Nashville International Airport,Nashville,36.12450027,-86.67819977,599,"(40.63980103, -73.77890015)","(36.1245002746582, -86.6781997680664)",1231.883924,"19,216,182","1,934,317"
4344,DL,2009,JFK,3797,BOS,3448,,0,CR9 752 CR7,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,General Edward Lawrence Logan International Airport,Boston,42.36429977,-71.00520325,20,"(40.63980103, -73.77890015)","(42.36429977, -71.00520325)",300.49489439999996,"19,216,182","4,873,019"
4345,DL,2009,JFK,3797,BUF,3820,,0,CR7 CR9,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Buffalo Niagara International Airport,Buffalo,42.94049835,-78.73220062,728,"(40.63980103, -73.77890015)","(42.94049835, -78.73220062)",484.4547796,"19,216,182","1,127,983"
4346,DL,2009,JFK,3797,BWI,3849,,0,ERJ,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,39.1754,-76.668297,146,"(40.63980103, -73.77890015)","(39.1754, -76.668297)",295.7450215,"19,216,182","2,800,053"
4347,DL,2009,JFK,3797,CHS,3806,,0,ERJ CRJ,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Charleston Air Force Base-International Airport,Charleston,32.89860153,-80.04049683,46,"(40.63980103, -73.77890015)","(32.89860153, -80.04049683)",1024.2735369999998,"19,216,182","802,122"
4348,DL,2009,JFK,3797,CHS,3806,,0,ERJ CRJ,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Charleston Air Force Base-International Airport,Charleston,32.89860153,-80.04049683,46,"(40.63980103, -73.77890015)","(32.89860153, -80.04049683)",1024.2735369999998,"19,216,182","257,074"
4349,DL,2009,JFK,3797,CLE,3486,,0,CRJ ERJ,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Cleveland Hopkins International Airport,Cleveland,41.4117012,-81.84980011,791,"(40.63980103, -73.77890015)","(41.411701202399996, -81.8498001099)",683.91701,"19,216,182","2,048,449"
